0.0   -4.60049142105646e-16   -5.541076658757835e-16   -4.3136235576523407e-16
0.20944   -0.07977183435028479   -0.06991612223477202   -0.06608310192735645
0.418879   -0.14837139930538257   -0.13402785017567503   -0.11861165177965613
0.628319   -0.19335301570519015   -0.18139487602986493   -0.14735296644176576
0.837758   -0.20399377753744855   -0.19858582328963814   -0.14800865881220204
1.0472   -0.17698267490283817   -0.17786335575607498   -0.12310698549311291
1.25664   -0.11874211412000177   -0.12223926220312491   -0.08013555108452079
1.46608   -0.04159588190544986   -0.043393981432512004   -0.027635221118774117
1.67552   0.041595881905449945   0.043393981432512094   0.027635221118774166
1.88496   0.11874211412000188   0.12223926220312498   0.08013555108452085
2.0944   0.17698267490283826   0.17786335575607506   0.12310698549311296
2.30383   0.2039937775374486   0.19858582328963814   0.14800865881220204
2.51327   0.19335301570519017   0.18139487602986498   0.14735296644176576
2.72271   0.1483713993053826   0.1340278501756751   0.11861165177965619
2.93215   0.0797718343502848   0.06991612223477202   0.06608310192735645
3.14159   1.2211391748762898e-15   1.1897060583681618e-15   5.308691399201413e-16
3.35103   -0.0797718343502848   -0.06991612223477202   -0.06608310192735645
3.56047   -0.1483713993053826   -0.1340278501756751   -0.11861165177965619
3.76991   -0.19335301570519017   -0.18139487602986498   -0.14735296644176576
3.97935   -0.2039937775374486   -0.19858582328963814   -0.14800865881220204
4.18879   -0.17698267490283826   -0.17786335575607506   -0.12310698549311296
4.39823   -0.11874211412000188   -0.12223926220312498   -0.08013555108452085
4.60767   -0.041595881905449945   -0.043393981432512094   -0.027635221118774166
4.81711   0.04159588190544986   0.043393981432512004   0.027635221118774117
5.02655   0.11874211412000177   0.12223926220312491   0.08013555108452079
5.23599   0.17698267490283817   0.17786335575607498   0.12310698549311291
5.44543   0.20399377753744855   0.19858582328963814   0.14800865881220204
5.65487   0.19335301570519015   0.18139487602986493   0.14735296644176576
5.86431   0.14837139930538257   0.13402785017567503   0.11861165177965613
6.07375   0.07977183435028479   0.06991612223477202   0.06608310192735645
6.28319   -1.194684425640779e-15   -1.1846592583427552e-15   -9.448199836785941e-16
